#ID	T_NUM1	P_NUM1	T_NUM2	P_NUM2	LAT	LON	ErrZ
537	9	436	22	501	37.640298	-0.694551	-0.224
538	9	436	26	281	37.6403	-0.694551	0.768
539	9	446	22	491	37.640298	-0.694545	-0.192
540	9	456	12	56	37.640296	-0.694542	3.36
541	9	456	12	66	37.640297	-0.694542	1.493
542	9	466	21	611	37.640292	-0.694542	3.072
543	9	476	10	441	37.640291	-0.694538	0.0
544	9	476	21	596	37.640291	-0.694538	0.0
545	9	481	10	431	37.640295	-0.694533	0.0
546	9	481	13	616	37.640293	-0.694534	-0.288
547	9	481	16	601	37.640297	-0.694532	-5.588
548	9	481	19	101	37.640293	-0.694534	-0.192
549	9	586	15	441	37.640301	-0.694532	-0.192
550	9	601	11	351	37.640299	-0.694536	-0.192
551	9	601	11	381	37.640297	-0.694537	-0.192
552	9	601	11	451	37.640298	-0.694536	-0.208
553	9	601	12	471	37.640298	-0.694536	-0.192
554	9	601	16	601	37.640299	-0.694535	-5.707
555	9	601	21	391	37.640301	-0.694534	0.0
556	9	601	22	411	37.640299	-0.694535	-0.192
557	9	601	22	421	37.640298	-0.694536	-0.192
558	9	601	22	431	37.640297	-0.694537	-0.192
559	9	601	22	446	37.640296	-0.694538	-0.192
560	9	601	26	256	37.640301	-0.694534	0.768
561	9	616	11	396	37.640296	-0.69454	-0.192
562	9	616	12	56	37.640295	-0.69454	0.0
563	9	616	12	66	37.640296	-0.69454	-0.0
564	9	621	11	396	37.640296	-0.694541	-0.192
565	9	621	12	56	37.640296	-0.694541	0.0
566	9	621	12	66	37.640296	-0.69454	0.0
567	9	626	12	56	37.640296	-0.694543	0.0
568	9	636	26	271	37.640299	-0.694542	0.768
569	9	651	16	586	37.640302	-0.694542	0.0
570	9	656	12	91	37.640301	-0.694543	0.0
571	9	656	12	96	37.640301	-0.694543	0.0
572	9	661	12	91	37.640301	-0.694543	0.0
573	9	661	12	96	37.640301	-0.694543	0.0
574	9	671	12	71	37.640299	-0.694546	0.0
575	9	671	12	91	37.640301	-0.694544	0.0
576	9	671	12	96	37.640301	-0.694544	0.0
577	9	671	15	871	37.6403	-0.694545	-0.192
578	9	671	22	351	37.6403	-0.694545	-0.192
579	9	671	22	491	37.640299	-0.694546	-0.192
580	9	671	26	271	37.6403	-0.694545	0.768
581	9	681	11	311	37.640297	-0.694549	-0.192
582	9	686	11	311	37.640297	-0.694548	-0.192
583	9	706	11	311	37.640297	-0.694549	-0.192
584	9	711	11	311	37.640297	-0.694549	-0.192
585	9	746	22	516	37.640297	-0.694553	-0.192
586	9	751	16	806	37.640296	-0.694553	-0.0
587	9	766	24	451	37.640294	-0.694556	0.0
588	9	771	11	271	37.640292	-0.694559	-0.192
589	9	771	19	161	37.640292	-0.694559	-0.192
590	9	811	11	221	37.640295	-0.694571	-0.192
591	9	811	12	576	37.640295	-0.694571	0.0
592	9	811	14	11	37.640295	-0.694571	-0.288
593	9	811	14	511	37.640295	-0.694571	-0.36
594	9	811	16	266	37.640295	-0.694571	0.0
595	9	811	16	511	37.640296	-0.694571	0.0
596	9	811	24	536	37.640295	-0.694571	0.0
597	9	816	15	361	37.640297	-0.694572	-0.96
598	9	816	25	296	37.640297	-0.694572	0.768
599	9	826	16	861	37.640299	-0.694573	0.0
600	9	831	16	496	37.640298	-0.694577	0.0
601	9	841	16	871	37.640298	-0.694578	0.0
602	9	841	24	551	37.640298	-0.69458	0.0
603	9	896	11	131	37.640294	-0.694597	1.752
604	9	896	12	666	37.640295	-0.694596	3.456
605	9	896	14	586	37.640293	-0.694597	1.44
606	9	896	16	356	37.640293	-0.694598	0.943
607	9	896	16	371	37.640293	-0.694597	1.728
608	9	896	16	376	37.640293	-0.694597	1.728
609	9	896	18	201	37.640293	-0.694598	1.037
610	9	896	19	246	37.640295	-0.694596	3.264
611	9	896	20	21	37.640294	-0.694597	2.304
612	9	896	20	776	37.640293	-0.694597	1.432
613	9	896	20	821	37.640296	-0.694596	4.098
614	9	901	16	356	37.640293	-0.694598	3.584
615	9	906	19	251	37.640293	-0.694598	5.184
616	9	921	11	116	37.640294	-0.694605	2.784
617	9	936	20	726	37.640298	-0.694605	-0.288
618	9	936	20	731	37.640298	-0.694605	-0.288
619	9	946	20	626	37.640298	-0.694611	-1.44
620	10	16	28	441	37.640307	-0.694542	0.0
621	10	16	29	751	37.640307	-0.694542	-0.192
622	10	36	12	146	37.640303	-0.694535	0.0
623	10	36	15	851	37.640303	-0.694534	-0.192
624	10	41	21	391	37.640301	-0.694533	-0.0
625	10	106	13	551	37.640295	-0.694514	-0.322
626	10	106	15	476	37.640297	-0.694514	-0.192
627	10	106	15	786	37.640295	-0.694514	-0.192
628	10	106	19	21	37.640296	-0.694514	-0.192
629	10	106	19	26	37.640297	-0.694514	-1.344
630	10	131	13	551	37.640296	-0.694513	-0.24
631	10	226	15	556	37.640288	-0.694495	-0.096
632	10	226	15	566	37.640288	-0.694495	-0.096
633	10	226	15	706	37.640288	-0.694495	-0.096
634	10	226	15	726	37.64029	-0.694496	-0.173
635	10	231	15	556	37.640288	-0.694495	-0.192
636	10	231	15	566	37.640288	-0.694495	-0.192
637	10	231	15	706	37.640288	-0.694495	-0.192
638	10	231	15	726	37.64029	-0.694496	-0.192
639	10	256	15	601	37.640289	-0.694493	-0.096
640	10	256	15	721	37.640289	-0.694493	-0.128
641	10	271	13	496	37.640292	-0.694492	-0.288
642	10	321	13	496	37.640292	-0.694492	-0.288
643	10	336	15	556	37.640288	-0.694495	-0.192
644	10	336	15	561	37.640288	-0.694495	-0.192
645	10	336	15	566	37.640288	-0.694495	-0.192
646	10	336	15	596	37.640289	-0.694494	-0.192
647	10	336	15	601	37.640289	-0.694494	-0.192
648	10	336	15	721	37.64029	-0.694494	-0.192
649	10	381	16	111	37.640288	-0.69451	0.0
650	10	401	21	556	37.640288	-0.69452	-0.064
651	10	416	19	81	37.640291	-0.694525	-0.192
652	10	431	13	596	37.640294	-0.694531	-0.288
653	10	441	21	596	37.640291	-0.694538	0.0
654	10	446	19	121	37.64029	-0.69454	-0.192
655	10	486	11	311	37.640296	-0.694549	-0.192
656	10	491	11	311	37.640296	-0.69455	-0.192
657	10	501	11	281	37.64029	-0.694556	-0.192
658	10	501	11	286	37.64029	-0.694556	-0.192
659	10	501	11	301	37.64029	-0.694556	-0.24
660	10	501	11	306	37.640291	-0.694555	-0.277
661	10	501	16	226	37.640292	-0.694554	-0.0
662	10	501	19	161	37.64029	-0.694556	-0.192
663	10	501	21	631	37.640292	-0.694553	0.0
664	10	506	21	651	37.640289	-0.69456	0.0
665	10	526	21	661	37.640288	-0.694564	-0.0
666	10	576	15	961	37.64029	-0.694578	-0.192
667	11	11	18	286	37.640283	-0.694612	0.192
668	11	86	12	701	37.640294	-0.694608	0.192
669	11	86	20	111	37.640294	-0.694608	-0.096
670	11	91	12	701	37.640295	-0.694608	0.192
671	11	91	20	111	37.640295	-0.694608	-0.096
672	11	101	19	1191	37.640295	-0.694605	0.0
673	11	116	19	1166	37.640294	-0.694604	0.0
674	11	126	20	766	37.640295	-0.694602	-0.096
675	11	131	14	576	37.640293	-0.694597	-0.096
676	11	131	16	351	37.640292	-0.694595	0.192
677	11	131	18	186	37.640292	-0.694595	0.192
678	11	131	19	251	37.640294	-0.694598	0.0
679	11	131	20	11	37.640292	-0.694595	-0.096
680	11	131	20	21	37.640293	-0.694597	-0.096
681	11	131	20	786	37.640293	-0.694597	-0.096
682	11	131	20	791	37.640293	-0.694597	-0.096
683	11	131	20	801	37.640293	-0.694597	-0.096
684	11	156	14	51	37.640293	-0.694589	-0.096
685	11	156	16	326	37.640292	-0.69459	0.192
686	11	156	19	231	37.640293	-0.694589	-0.0
687	11	221	21	666	37.640295	-0.694571	0.192
688	11	236	19	176	37.640292	-0.694565	2.112
689	11	236	25	271	37.640293	-0.694565	3.36
690	11	246	19	171	37.640295	-0.694564	0.864
691	11	251	25	286	37.640294	-0.694563	0.96
692	11	256	22	546	37.640293	-0.694561	-0.048
693	11	261	22	546	37.640293	-0.694561	0.0
694	11	271	14	456	37.640293	-0.69456	-4.704
695	11	271	19	161	37.640292	-0.694558	0.0
696	11	271	21	646	37.640292	-0.694558	0.192
697	11	271	22	546	37.640293	-0.694561	-0.055
698	11	276	19	161	37.640291	-0.694557	0.0
699	11	306	19	156	37.640291	-0.694554	0.256
700	11	311	12	511	37.640297	-0.694549	0.192
701	11	311	13	701	37.640297	-0.694549	-0.096
702	11	311	16	226	37.640292	-0.694554	0.192
703	11	311	16	806	37.640295	-0.694551	0.192
704	11	311	21	631	37.640293	-0.694554	0.192
705	11	316	12	71	37.640299	-0.694546	0.192
706	11	316	12	91	37.640301	-0.694544	0.192
707	11	316	12	96	37.640301	-0.694544	0.192
708	11	316	15	871	37.6403	-0.694545	0.0
709	11	316	22	351	37.6403	-0.694545	0.0
710	11	316	22	491	37.640299	-0.694546	0.0
711	11	316	26	271	37.6403	-0.694545	0.96
712	11	326	12	101	37.640302	-0.694543	0.192
713	11	326	16	586	37.640302	-0.694543	0.192
714	11	326	22	376	37.640303	-0.694542	0.0
715	11	341	15	851	37.640302	-0.694537	0.0
716	11	346	21	391	37.6403	-0.694538	0.192
717	11	351	26	266	37.6403	-0.694538	0.96
718	11	396	12	16	37.640296	-0.694539	0.192
719	11	401	12	66	37.640297	-0.694542	0.192
720	11	451	12	6	37.640298	-0.694538	0.256
721	11	451	22	451	37.640298	-0.694539	0.08
722	11	461	16	601	37.640299	-0.694535	-5.491
723	11	526	12	211	37.640304	-0.694517	0.192
724	11	536	29	706	37.640302	-0.694513	0.032
725	11	546	30	131	37.6403	-0.69451	-0.096
726	11	591	13	116	37.640298	-0.694498	-1.224
727	11	621	12	321	37.640302	-0.694495	0.192
728	11	626	12	336	37.640303	-0.694492	0.038
729	11	641	30	101	37.640305	-0.694488	-0.096
730	11	651	30	101	37.640305	-0.694488	-0.012
731	12	1	21	391	37.6403	-0.694538	0.0
732	12	6	26	266	37.6403	-0.694538	0.768
733	12	66	22	466	37.640297	-0.694542	-0.192
734	12	71	15	876	37.640299	-0.694546	-0.192
735	12	71	22	351	37.640299	-0.694545	-0.192
736	12	96	21	366	37.640302	-0.694544	0.0
737	12	96	22	351	37.640302	-0.694545	-0.192
738	12	101	16	586	37.640302	-0.694542	0.0
739	12	101	22	351	37.640303	-0.694545	-0.192
740	12	106	16	586	37.640302	-0.694542	0.0
741	12	116	15	421	37.640304	-0.694545	-0.192
742	12	116	16	586	37.640303	-0.694544	0.0
743	12	116	22	371	37.640303	-0.694544	-0.192
744	12	151	30	161	37.640303	-0.69453	-0.12
745	12	161	30	161	37.640305	-0.694531	-0.288
746	12	166	30	161	37.640304	-0.694531	-0.288
747	12	176	13	31	37.640303	-0.694523	-0.288
748	12	186	26	61	37.640303	-0.694521	0.768
749	12	221	26	51	37.640306	-0.694516	0.768
750	12	316	26	26	37.640302	-0.694498	0.768
751	12	321	29	671	37.640302	-0.694495	-0.192
752	12	321	30	106	37.640302	-0.694495	-0.288
753	12	336	28	551	37.640305	-0.694494	0.064
754	12	336	30	101	37.640303	-0.694493	-0.165
755	12	396	30	126	37.640301	-0.694503	-0.288
756	12	466	16	601	37.640298	-0.694534	-5.664
757	12	486	22	451	37.640298	-0.694539	-0.192
758	12	536	22	516	37.640297	-0.694553	-0.192
759	12	541	18	26	37.640297	-0.694556	0.0
760	12	541	24	486	37.640297	-0.694558	0.0
761	12	561	15	921	37.640296	-0.694561	-0.192
762	12	566	16	836	37.640296	-0.694562	0.0
763	12	566	19	166	37.640295	-0.694563	-0.192
764	12	566	25	291	37.640296	-0.694563	0.768
765	12	571	19	171	37.640295	-0.694564	-0.192
766	12	576	21	666	37.640295	-0.694571	0.0
767	12	596	22	571	37.640295	-0.694574	-0.192
768	12	611	14	541	37.640294	-0.694582	-0.288
769	12	616	14	546	37.640294	-0.694584	-0.312
770	12	641	19	231	37.640295	-0.694592	-0.192
771	12	646	20	821	37.640295	-0.694594	-0.288
772	12	671	20	766	37.640295	-0.694602	-0.288
773	12	701	19	1161	37.640295	-0.694607	-0.192
774	12	736	18	696	37.640293	-0.694614	0.0
775	12	741	24	176	37.640294	-0.694618	0.0
776	12	741	24	666	37.640294	-0.694618	-0.0
777	12	781	19	1096	37.640294	-0.694621	-0.192
778	12	781	24	176	37.640294	-0.694619	0.0
779	12	781	24	666	37.640294	-0.694619	0.0
780	12	786	20	511	37.640293	-0.694617	-0.312
781	12	791	15	281	37.640295	-0.69462	-0.192
782	12	791	18	531	37.640297	-0.694622	0.0
783	12	791	19	1101	37.640295	-0.694619	-0.192
784	12	791	20	171	37.640297	-0.694622	-0.288
785	12	791	20	491	37.640296	-0.694621	-0.298
786	12	791	20	511	37.640294	-0.694618	-0.298
787	12	791	24	176	37.640294	-0.694618	0.0
788	12	791	24	666	37.640294	-0.694618	0.0
789	12	811	21	776	37.640301	-0.694625	0.0
790	12	811	22	96	37.6403	-0.694624	-2.192
791	12	811	23	396	37.640301	-0.694626	-0.288
792	12	811	23	401	37.640301	-0.694625	-0.288
793	12	811	23	406	37.6403	-0.694624	-0.288
794	12	811	26	361	37.640302	-0.694627	0.768
795	12	816	21	771	37.6403	-0.694622	0.0
796	12	816	21	776	37.640301	-0.694625	-0.0
797	12	816	23	396	37.640301	-0.694625	-0.288
798	12	816	23	401	37.640301	-0.694625	-0.288
799	12	816	26	361	37.640302	-0.694627	0.768
800	12	821	18	536	37.640299	-0.694621	0.0
801	12	821	20	166	37.640299	-0.694621	-1.088
802	12	821	23	411	37.640299	-0.69462	-0.288
803	12	831	15	286	37.640297	-0.694618	-0.192
804	12	831	19	1116	37.640297	-0.694618	-0.192
805	12	831	20	151	37.640297	-0.694618	-0.288
806	12	831	24	186	37.640296	-0.694616	0.0
807	12	841	15	286	37.640298	-0.694616	-0.192
808	12	841	24	186	37.640297	-0.694616	-0.0
809	12	846	19	1126	37.640299	-0.694617	-0.192
810	12	871	26	341	37.640304	-0.694613	0.768
811	12	896	27	451	37.640306	-0.694603	0.0
812	13	6	26	231	37.640305	-0.694533	1.19
813	13	11	30	161	37.640307	-0.694531	0.294
814	13	16	26	66	37.640307	-0.694528	1.056
815	13	21	26	66	37.640307	-0.694528	1.056
816	13	36	26	56	37.640303	-0.69452	1.12
817	13	476	15	686	37.640286	-0.694486	0.096
818	13	486	15	626	37.640287	-0.694489	0.112
819	13	491	15	716	37.640289	-0.694492	0.12
820	13	491	15	721	37.640289	-0.694492	0.128
821	13	531	16	41	37.640296	-0.694507	0.192
822	13	536	16	16	37.640298	-0.694511	0.288
823	13	536	16	21	37.640297	-0.69451	0.288
824	13	536	16	26	37.640297	-0.69451	0.288
825	13	651	16	786	37.640292	-0.694544	0.288
826	13	656	16	786	37.640292	-0.694545	0.288
827	13	746	25	96	37.640303	-0.694555	1.104
828	13	751	21	351	37.640303	-0.694554	0.32
829	13	761	15	396	37.640303	-0.694553	-2.464
830	13	771	28	416	37.640305	-0.694552	0.288
831	13	821	15	406	37.640308	-0.694553	0.096
832	13	821	16	571	37.640307	-0.694552	0.288
833	13	821	25	71	37.640307	-0.694552	1.056
834	13	821	25	506	37.64031	-0.694555	1.056
835	13	821	26	91	37.64031	-0.694555	1.056
836	13	821	29	781	37.64031	-0.694555	0.096
837	13	846	16	586	37.640305	-0.694546	0.288
838	13	856	16	586	37.640305	-0.694546	0.288
839	13	866	16	586	37.640305	-0.694546	0.288
840	14	6	16	846	37.640296	-0.694568	0.288
841	14	11	21	666	37.640295	-0.694571	0.288
842	14	16	16	496	37.640296	-0.694574	0.288
843	14	16	16	871	37.640298	-0.694579	0.288
844	14	16	18	111	37.640297	-0.694577	0.288
845	14	16	22	571	37.640297	-0.694576	0.096
846	14	16	24	551	37.640298	-0.69458	0.288
847	14	16	25	311	37.640296	-0.694574	1.056
848	14	66	15	981	37.640291	-0.694588	0.096
849	14	226	20	626	37.640298	-0.694611	-1.152
850	14	236	20	626	37.640298	-0.694611	-1.128
851	14	311	21	716	37.640303	-0.694595	0.288
852	14	321	21	231	37.640302	-0.694593	0.224
853	14	321	21	711	37.640302	-0.694593	0.288
854	14	321	25	356	37.640303	-0.694592	1.056
855	14	346	16	486	37.640301	-0.694584	0.288
856	14	346	21	261	37.640302	-0.694585	0.288
857	14	346	23	526	37.640302	-0.694585	-0.048
858	14	346	23	641	37.640302	-0.694585	0.0
859	14	346	25	341	37.640301	-0.694584	1.056
860	14	351	24	551	37.6403	-0.69458	0.288
861	14	356	15	356	37.640298	-0.694575	0.528
862	14	356	16	496	37.640299	-0.694577	1.656
863	14	356	16	871	37.640299	-0.694578	1.656
864	14	356	25	26	37.640299	-0.694578	2.424
865	14	356	25	31	37.640299	-0.694576	3.336
866	14	376	16	861	37.640298	-0.694572	3.024
867	14	386	25	41	37.640299	-0.694568	4.512
868	14	386	25	261	37.640299	-0.694568	4.166
869	14	396	25	261	37.6403	-0.69457	3.571
870	14	401	25	261	37.6403	-0.69457	4.032
871	14	411	22	241	37.640303	-0.694568	5.4
872	14	426	24	501	37.640299	-0.694563	2.112
873	14	426	25	46	37.640299	-0.694563	2.424
874	14	446	15	921	37.640296	-0.694561	5.392
875	14	461	22	546	37.640293	-0.694561	4.576
876	14	476	19	176	37.640293	-0.694564	0.096
877	14	491	25	266	37.640295	-0.694567	1.056
878	14	501	16	511	37.640296	-0.694571	0.288
879	14	506	16	511	37.640296	-0.694571	0.336
880	14	511	21	666	37.640295	-0.694571	0.36
881	14	526	22	571	37.640295	-0.694574	0.096
882	14	566	19	231	37.640293	-0.69459	0.096
883	14	596	16	356	37.640293	-0.694599	0.396
884	14	621	23	731	37.640289	-0.694609	1.238
885	14	631	18	306	37.640288	-0.694612	2.94
886	14	656	19	1071	37.64029	-0.694628	1.248
887	14	681	19	361	37.640288	-0.694639	0.096
888	14	701	19	386	37.640287	-0.694646	0.096
889	15	1	17	21	37.640281	-0.694677	0.192
890	15	11	17	21	37.640282	-0.69468	0.192
891	15	31	17	21	37.640281	-0.694679	0.192
892	15	86	23	941	37.640279	-0.69468	-0.096
893	15	106	17	21	37.640281	-0.694678	0.192
894	15	106	23	936	37.640281	-0.694678	-0.096
895	15	126	19	551	37.640286	-0.694677	0.0
896	15	171	23	896	37.640288	-0.694667	-0.096
897	15	191	21	46	37.640289	-0.694652	0.192
898	15	206	24	91	37.640293	-0.694648	0.192
899	15	256	18	356	37.640295	-0.694626	0.192
900	15	256	18	431	37.640294	-0.694629	0.192
901	15	256	18	461	37.640294	-0.694629	0.192
902	15	256	18	486	37.640294	-0.694627	0.192
903	15	256	19	1076	37.640294	-0.694628	-0.032
904	15	256	20	236	37.640294	-0.694627	-0.096
905	15	266	24	161	37.640295	-0.694624	0.192
906	15	286	18	556	37.640298	-0.694616	0.192
907	15	286	20	151	37.640297	-0.694618	-0.096
908	15	291	20	626	37.640298	-0.694611	-1.248
909	15	311	16	416	37.640298	-0.694603	0.192
910	15	311	20	31	37.640298	-0.694599	-0.096
911	15	311	20	36	37.640298	-0.694599	-0.096
912	15	316	16	451	37.640299	-0.694597	0.192
913	15	321	16	456	37.640299	-0.694594	0.192
914	15	321	23	676	37.640299	-0.694594	-0.096
915	15	326	16	471	37.640299	-0.694591	0.32
916	15	346	16	496	37.6403	-0.694578	5.664
917	15	346	24	551	37.6403	-0.69458	3.813
918	15	356	25	31	37.640299	-0.694575	3.432
919	15	361	16	511	37.640297	-0.694571	0.521
920	15	361	16	861	37.640297	-0.694572	1.114
921	15	361	18	91	37.640297	-0.694572	0.96
922	15	361	25	296	37.640297	-0.694572	1.824
923	15	361	25	311	37.640298	-0.694574	2.606
924	15	366	18	61	37.640298	-0.694563	0.192
925	15	366	24	526	37.640297	-0.694568	0.077
926	15	366	25	266	37.640297	-0.694567	0.96
927	15	366	25	291	37.640298	-0.694566	0.96
928	15	371	24	401	37.640298	-0.69456	0.192
929	15	371	24	421	37.640298	-0.69456	0.192
930	15	376	18	26	37.640298	-0.694558	0.192
931	15	381	16	806	37.640297	-0.694555	5.184
932	15	386	18	11	37.640298	-0.694555	5.248
933	15	386	18	36	37.640298	-0.694555	5.232
934	15	396	25	96	37.640302	-0.694552	3.429
935	15	396	28	411	37.640305	-0.694554	2.901
936	15	416	28	426	37.640305	-0.694548	0.192
937	15	421	16	586	37.640305	-0.694546	0.192
938	15	441	21	391	37.640301	-0.694533	0.192
939	15	521	16	76	37.640292	-0.694503	0.192
940	15	526	16	76	37.640292	-0.694503	0.192
941	15	536	16	76	37.640293	-0.694502	0.192
942	15	761	16	106	37.640292	-0.694508	0.192
943	15	761	21	496	37.640292	-0.694508	0.192
944	15	761	21	501	37.640292	-0.694508	0.192
945	15	846	21	396	37.640302	-0.694531	0.192
946	15	861	16	586	37.640301	-0.694541	0.192
947	15	876	22	491	37.640299	-0.694546	0.0
948	15	891	22	316	37.640298	-0.694552	0.048
949	15	891	22	516	37.640297	-0.694552	0.064
950	15	901	18	11	37.640298	-0.694555	0.192
951	15	901	18	36	37.640298	-0.694555	0.192
952	15	906	18	26	37.640297	-0.694557	0.192
953	15	921	16	836	37.640296	-0.694562	0.192
954	15	921	19	166	37.640295	-0.694563	0.0
955	15	921	25	291	37.640295	-0.694562	0.96
956	15	926	16	246	37.640294	-0.694564	0.24
957	15	926	19	171	37.640294	-0.694564	0.032
958	15	936	21	661	37.640292	-0.694568	0.192
959	15	1016	19	266	37.64029	-0.694605	0.0
960	15	1036	18	306	37.640288	-0.694612	0.192
961	16	186	21	596	37.64029	-0.694538	0.0
962	16	191	19	121	37.64029	-0.69454	-0.192
963	16	236	22	546	37.640293	-0.694561	-0.24
964	16	246	25	286	37.640294	-0.694564	0.768
965	16	266	21	666	37.640295	-0.694571	0.0
966	16	271	22	571	37.640295	-0.694574	-0.192
967	16	311	19	221	37.640292	-0.694586	-0.192
968	16	356	18	201	37.640292	-0.694598	0.0
969	16	356	18	211	37.640293	-0.694599	0.0
970	16	356	19	251	37.640293	-0.694599	-0.192
971	16	356	20	21	37.640292	-0.694597	-0.288
972	16	366	19	251	37.640293	-0.694598	-0.192
973	16	386	19	251	37.640293	-0.694598	-0.192
974	16	411	20	766	37.640295	-0.694602	-0.288
975	16	411	23	701	37.640296	-0.6946	-0.288
976	16	416	20	81	37.640298	-0.694603	-0.336
977	16	431	24	611	37.640299	-0.694602	0.384
978	16	451	20	841	37.640299	-0.694596	-0.288
979	16	451	21	716	37.6403	-0.694597	0.0
980	16	451	23	676	37.640299	-0.694596	-0.288
981	16	456	23	676	37.640299	-0.694594	-0.288
982	16	471	23	496	37.640299	-0.694591	-0.288
983	16	486	21	261	37.640302	-0.694583	0.0
984	16	486	23	526	37.640302	-0.694583	-0.288
985	16	486	23	641	37.640302	-0.694583	-0.288
986	16	486	24	551	37.640303	-0.694582	0.0
987	16	486	25	16	37.640302	-0.694583	0.384
988	16	496	18	111	37.640298	-0.694576	0.0
989	16	496	21	276	37.640302	-0.69458	0.0
990	16	496	21	681	37.640299	-0.694577	0.0
991	16	496	23	531	37.640303	-0.694581	-0.288
992	16	496	23	616	37.640302	-0.69458	-0.288
993	16	496	23	621	37.640302	-0.69458	-0.288
994	16	496	23	641	37.640302	-0.69458	-0.288
995	16	496	25	21	37.6403	-0.694578	0.768
996	16	496	25	26	37.640299	-0.694578	0.768
997	16	496	25	31	37.640298	-0.694577	0.768
998	16	496	25	296	37.640297	-0.694575	0.768
999	16	496	25	301	37.640297	-0.694575	0.768
1000	16	496	25	311	37.640296	-0.694574	0.768
1001	16	511	18	86	37.640297	-0.694571	0.0
1002	16	511	21	666	37.640296	-0.694571	0.0
1003	16	511	25	296	37.640298	-0.69457	0.768
1004	16	541	24	396	37.6403	-0.694563	0.0
1005	16	541	24	501	37.640299	-0.694562	0.0
1006	16	541	25	46	37.6403	-0.694562	0.768
1007	16	551	25	51	37.640302	-0.694561	0.768
1008	16	571	25	96	37.640302	-0.694552	0.768
1009	16	571	28	416	37.640305	-0.694552	0.0
1010	16	586	21	366	37.640302	-0.694542	0.0
1011	16	586	21	371	37.640301	-0.694542	0.0
1012	16	586	22	371	37.640303	-0.694544	-0.192
1013	16	586	28	426	37.640306	-0.694547	0.0
1014	16	591	26	266	37.6403	-0.694538	0.768
1015	16	771	19	121	37.64029	-0.69454	-0.192
1016	16	786	19	136	37.640292	-0.694544	-0.192
1017	16	786	21	616	37.640292	-0.694545	0.0
1018	16	806	18	6	37.640296	-0.694553	0.0
1019	16	806	18	31	37.640296	-0.694553	0.0
1020	16	806	22	516	37.640296	-0.694553	-0.192
1021	16	811	18	26	37.640297	-0.694556	0.0
1022	16	841	25	291	37.640297	-0.694564	0.768
1023	16	846	24	526	37.640296	-0.694568	-0.048
1024	16	861	18	106	37.640298	-0.694572	0.0
1025	16	861	25	31	37.6403	-0.694573	0.768
1026	16	861	25	296	37.640297	-0.694572	0.768
1027	16	871	21	681	37.640299	-0.694578	0.0
1028	16	871	22	571	37.640298	-0.694578	-0.192
1029	16	871	24	551	37.640297	-0.694579	0.0
1030	16	871	25	26	37.640299	-0.694578	0.768
1031	16	906	19	231	37.640295	-0.694592	-0.192
1032	16	911	18	176	37.640294	-0.694594	0.0
1033	17	21	23	936	37.640281	-0.694678	-0.288
1034	17	41	24	11	37.640286	-0.694682	0.0
1035	17	141	19	636	37.640282	-0.694688	-0.192
1036	17	146	19	851	37.640287	-0.694691	-0.192
1037	17	166	19	611	37.640289	-0.694687	-0.192
1038	17	186	19	626	37.640285	-0.694688	6.432
1039	17	186	19	846	37.640286	-0.694692	4.704
1040	17	186	19	856	37.640286	-0.69469	5.815
1041	17	206	19	631	37.640284	-0.694688	-0.192
1042	17	206	19	856	37.640284	-0.694689	-0.192
1043	17	206	19	861	37.640284	-0.694688	-0.192
1044	17	276	19	651	37.640279	-0.694688	-0.192
1045	17	711	19	631	37.640284	-0.694687	-0.192
1046	17	721	24	11	37.640286	-0.694682	0.0
1047	17	776	23	206	37.640294	-0.694665	-0.288
1048	17	776	23	241	37.640293	-0.694667	-0.288
1049	17	776	23	251	37.640293	-0.694666	-0.288
1050	17	776	23	266	37.640294	-0.694665	-0.288
1051	18	11	22	296	37.640298	-0.694556	-0.192
1052	18	26	22	281	37.640299	-0.694558	-0.192
1053	18	26	22	291	37.640298	-0.694558	-0.192
1054	18	26	24	436	37.640299	-0.694558	0.0
1055	18	26	24	491	37.640299	-0.694558	0.0
1056	18	46	24	401	37.640298	-0.69456	0.0
1057	18	46	24	421	37.640298	-0.69456	0.0
1058	18	66	25	291	37.640297	-0.694564	0.768
1059	18	81	24	526	37.640297	-0.694568	-0.096
1060	18	91	25	296	37.640297	-0.694572	0.768
1061	18	111	22	571	37.640297	-0.694577	-0.192
1062	18	116	24	551	37.640297	-0.694579	0.0
1063	18	171	19	231	37.640295	-0.694592	-0.192
1064	18	176	20	821	37.640295	-0.694594	-0.288
1065	18	306	19	286	37.640288	-0.694612	-0.192
1066	18	311	20	511	37.64029	-0.694616	-0.36
1067	18	356	19	1086	37.640295	-0.694626	-0.192
1068	18	356	20	206	37.640297	-0.694627	-0.288
1069	18	356	20	211	37.640297	-0.694627	-0.288
1070	18	356	20	221	37.640293	-0.694625	-0.288
1071	18	356	20	426	37.640297	-0.694627	-0.336
1072	18	356	20	441	37.640298	-0.694627	-0.288
1073	18	356	20	451	37.640296	-0.694626	-0.288
1074	18	356	21	156	37.640298	-0.694627	0.0
1075	18	356	21	781	37.640298	-0.694627	0.0
1076	18	356	21	786	37.640298	-0.694627	-0.096
1077	18	356	21	791	37.640299	-0.694628	-0.128
1078	18	356	22	81	37.6403	-0.694628	-4.896
1079	18	356	23	766	37.640291	-0.694624	-0.288
1080	18	356	24	161	37.640297	-0.694627	0.0
1081	18	356	24	681	37.640293	-0.694625	-0.0
